Brand,ID,Date,Rating,Title,Text,Locale,Incentivized,Sustainability,Gender
Nike,583928,2025-12-07,1.0,,It came too big I need a reembolso,en_US,False,Sustainable,Male
Nike,576453,2025-12-03,5.0,Awesome,Super comfortable. I am very satisfied with this pair.,en_GB,False,Sustainable,Male
Nike,579383,2025-12-01,4.0,,"Shoes are great, but they do run a little small",en_US,False,Sustainable,Male
Nike,574592,2025-11-27,5.0,Great running shoes,Really good running shoes.  Very comfortable and a great fit.,en_GB,False,Sustainable,Male
Nike,570989,2025-11-22,5.0,A must have,I am all day on my feet. Walk a min of 10 000 steps per-in doors. This shoe is brilliant. For the price it’s a great buy. True to size. I’m in London and it’s winter -works fine  All round a good buy,en_GB,False,Sustainable,Male
Nike,571027,2025-11-16,5.0,The Revolution Begins!,These are incredibly comfortable shoes...they fit just right...about to order another pair ;),en_US,False,Sustainable,Male
Nike,593081,2025-11-16,5.0,Comfort,Nice fit  Nice shoes to wear Love these shoes Very nice and breathable,en_US,False,Sustainable,Male
Nike,568418,2025-11-11,5.0,,I been getting these shoes for so long I went through 10 pairs of them and I love them there comfortable well fitting and last a long time if you don’t rate these five stars you are crazy FIVE STARS!,en_US,False,Sustainable,Male
Nike,566191,2025-11-08,3.0,,Should be breathable  its completely sealed my feet feels like in a oven…! Sweating 🥵,en_GB,False,Sustainable,Male
Nike,566135,2025-11-01,4.0,The Revolution Works for Me!,"Just purchased a pair after foot surgery until I can get the Vomero that I really want.  I ended up getting an 11.5 wide and I am very happy with the fit of them. The toe box isn't very wide, so consider getting the wide if that is important to you. I am very unstable since taking the surgical offload boot, but they give me a sense of balance as I am getting back on my feet ...literally.  My plan is to use them as a beater pair for the gym once my Vomero's are ordered.  I spent over an hour in the store trying on Nike's and kept coming back to this one.  For the sub $100 price point, it is worth the value of getting a show worthy of the Swoosh.",en_US,False,Sustainable,Male
Nike,564313,2025-10-26,5.0,"Great price, Great Shoe",My son loves them.  Great fit and lightweight!,en_US,False,Sustainable,Male
Nike,557707,2025-10-13,5.0,,"Very comfortable, runs half a size big but still good",en_US,False,Sustainable,Male
Nike,593413,2025-10-08,5.0,,"it feels so good to run in and great for school, sport. it is very good for summer 5 stars.",en_US,False,Sustainable,Male
Nike,544791,2025-09-23,5.0,,comfortable to wear and the fit is perfect,en_US,False,Sustainable,Male
Nike,535829,2025-09-13,5.0,Excellent,"It's very comfortable to wear, and it gives me the vibes of Nike Pegasus. I'm thinking of getting another one in a different colour.",en_GB,False,Sustainable,Male
Nike,531209,2025-09-09,5.0,Revolution feels like Pegasus 39 but for a 3rd of the price.,"I recently picked up the Nike Revolution and I’m really impressed. They’re lightweight, comfortable, and give great support whether I’m walking, running, or just wearing them day-to-day. The cushioning feels soft but responsive, and the fit is true to size without feeling tight. I also love the clean design – they look great with both sportswear and casual outfits. For the price, the quality is excellent. Definitely a solid choice if you’re after comfort, style, and performance all in one.",en_GB,False,Sustainable,Male
Nike,530568,2025-08-31,5.0,Good for the price,"They are really comfortable, and is true to its size.",en_US,False,Sustainable,Male
Nike,530272,2025-08-28,5.0,REVOLUTION 8,I ALREADY HAVE A PAIR IN BLACK. WANTED ONE IN WHITE. VERY COMFORTABLE.,en_US,False,Sustainable,Male
Nike,523767,2025-08-25,5.0,,"Excellent running shoe after is broken into.  Breathable material is comfortable, Like the shoe, for the price, I would buy it again, and definitely would recommend it.",en_US,False,Sustainable,Male
Nike,520146,2025-08-20,5.0,,"The fit is true to size and it is pretty comfortable. I wear 8.5 Nike SB's, and these fit similarly.",en_US,False,Sustainable,Male
Nike,509124,2025-07-17,1.0,Bad sneakers,I didn't  like this particular sneaker to small cramped my foot very uncomfortable,en_US,False,Sustainable,Male
Nike,505931,2025-07-10,2.0,Size is not as advertised,"The Revolution has changed a lot. This R8 is not even wide as it used to be and the size runs smaller than what it is. Try one number bigger and yet, the shoe feels tight since it is not wide.",en_US,False,Sustainable,Male
Nike,485102,2025-05-28,5.0,,I truly love these shoes.  The fit and the comfort are great!  The price is very reasonable!,en_US,False,Sustainable,Male
Nike,602645,2026-01-18,5.0,Great value and true to size,Really comfy and supportive! Got these in pink and they go with everything.,en_GB,False,Sustainable,Male
Nike,603039,2026-01-14,5.0,Checks all the boxes!,Great fit! Extremely comfortable! Excellent craftsmanship! This shoe checks all the boxes.,en_US,False,Sustainable,Male
Nike,615043,2026-01-13,1.0,Just bad,"I purchased it for running on the treadmill; however, it turned out to be excessively bouncy. Consequently, I attempted to use it for daily wear, but the front is too narrow, causing discomfort on the side of my pinky toe.",en_US,False,Sustainable,Male
Nike,596870,2026-01-12,5.0,,Great training shoes for regular short road runs.,en_GB,False,Sustainable,Male
Nike,614245,2026-01-11,5.0,Comfortable running shoes,I’ve gone on 5 runs since I’ve got these hands down one of my favorites. Great buy.,en_US,False,Sustainable,Male
Nike,597047,2026-01-07,5.0,Good Stuff 👍,"Awesome sneaker, brilliantly white and clean. Comfortable as a daily shoe, but also fits into my rotation of running/training sneakers like a glove.",en_US,False,Sustainable,Male
Nike,596901,2026-01-06,5.0,Best. Ever.,"My 5th or 6th pair of Pegasus. They’re incredible, and keep getting better every year.",en_US,False,Sustainable,Male
Nike,594336,2026-01-03,5.0,Another good shoe,"As expected, a shoe that I can wear straight out of the box and run with no issues",en_GB,False,Sustainable,Male
Nike,601859,2026-01-02,5.0,Great sneakers,Our son loves these sneakers! He only complains about the laces - says they come untied often.,en_US,False,Sustainable,Male
Nike,595049,2025-12-31,5.0,Bright PINK for confidence!,I've worn Nike Pegasus for several years and love them. The first time I purchased the VERY bright pink ones I wasn't sure that I could pull them off. But they are my super power! They give me confidence and I get compliments on them all the time.,en_US,False,Sustainable,Male
Nike,594233,2025-12-27,5.0,Worth the money,Bought for my wife and has allready put 15 miles on them in the past 4 days and she says they feel great and likes the color !!!,en_US,False,Sustainable,Male
Nike,590099,2025-12-24,2.0,Stylish but not a running shoe,"The fit was acceptable and the shoes look fine, but comfort is a deal-breaker for running shoes.  I wouldn’t recommend these for runners who need cushioning or are sensitive to pressure points on the sole. They may work better for someone who prefers an extremely firm, minimalist feel, but they weren’t suitable for my needs.",en_US,False,Sustainable,Male
Nike,590100,2025-12-24,5.0,Great Running Shoes for a Variety of Running Styles!,"I have two pairs of these shoes, and they are my new favorite running shoes. They provide just enough support and cushioning while still being comfortable and responsive. I highly recommend them!",en_US,False,Sustainable,Male
Nike,590009,2025-12-23,5.0,Pegasus 41s are the best,"At 70 yrs old I don’t run anymore but stay very active, average 10k steps a day. By far the best,most comfortable athletic shoes I have ever purchased. They combining great cushion that holds up and a spring energy effect hard to describe.",en_US,False,Sustainable,Male
Nike,600004,2025-12-18,5.0,So Comfortable!,"Love these shoes! I use them for running, working out and everyday errands.",en_US,False,Sustainable,Male
Nike,599934,2025-12-13,5.0,Love,Favorite pair of tennis shoes they are very comfortable. Def will buy again,en_US,False,Sustainable,Male
Nike,587728,2025-12-11,4.0,Nice shoe but arrived stained!,Like the look and the shoe feels nice but the right shoe arrived stained; tried cleaning it but did not go away. Was thinking of exchanging but it will take forever to get replacement bc of the holidays.,en_US,False,Sustainable,Male
Nike,584830,2025-12-11,5.0,My son loves this shoe so much that he thanked me for glazing him!,Our 11 year old needed new running shoes for his track workouts.  He tried them on and instantly reported these were the most comfortable shoes he’s ever worn.  Looks like we’ve found a winner for training shoes.  I suspect we will become repeat buyers!,en_US,False,Sustainable,Male
Nike,579386,2025-12-02,5.0,Very Comfortable,"Exactly what I expected, they look cool and are very comfortable.",en_US,False,Sustainable,Male
Nike,579545,2025-12-02,5.0,,confortable and fast. Found it feeling very similar to my old pegasus 32.,en_GB,False,Sustainable,Male
Nike,579528,2025-12-01,5.0,Very comfortable,"I normal size was 37 but 38 fit me well. The shoes are extremely comfortable. You barely even feel them while running. They have a supportive heel pad, and the fit adapts nicely to your foot. There’s no uncomfortable pressure inside. Honestly, I’m really impressed.",en_GB,False,Sustainable,Male
Nike,578922,2025-11-29,3.0,What's up with the sizing?,"I have been wearing size 8.5 Nike Frees since they started making them. Normally I wear a size 8 shoe, but Nike shoes tend to run slightly small. These shoes - 8.5 - were bigger than I like; weird since I had a pair of the Pegasus Air Zooms - 8.5 - a year or so ago that fit perfectly. They are good shoes, but the sizing is off, which is annoying.",en_US,False,Sustainable,Male
Nike,578521,2025-11-28,5.0,,"My ""ump-teenth"" pair!  I have tried other brands and even other Nike styles, but the Pegasus (and particularly the Pegasus 41) is the best shoe ever!",en_US,False,Sustainable,Male
Nike,576316,2025-11-26,5.0,Must buy,My wife and I both got a pair. One of the most comfortable shoes I’ve ever worn,en_US,False,Sustainable,Male
Nike,571413,2025-11-25,5.0,Smart comfortable trainer,Bright smart looking trainer with a great blue. Comfortable to wear. The air zoom gives good support and a noticeable bounce to your step. Very happy with these.,en_GB,False,Sustainable,Male
Nike,571583,2025-11-19,5.0,Soft and nice - the legend,"Excellent design and softness - true to its name, the legendary Pegasus",en_GB,False,Sustainable,Male
Nike,568419,2025-11-11,4.0,One for all shoe,Great all-rounder shoe. Just size up as they run narrow and the toe box tapers quite a bit.,en_US,False,Sustainable,Male
Nike,566448,2025-11-03,5.0,Fabulous,"I've never written a review of trainers in my life!! But these are amazing. So my price point is normally a little lower, I would go for style but I'm mid 40s ans wanted something stylish yet supportive for my feet. These are light, roomy  comfy, good arch support, look great too. Highly recommend  ..from a non sporty busy Mum.",en_GB,False,Sustainable,Male
Nike,564601,2025-10-28,5.0,Go Half Size Up for the 41,"I’ve worn Pegasus for years and buy a new pair every year. This year I had to size up by a half size to get the typical fit. They run small and more narrow in the toe. As a teacher, I can be on my feet all day in these and not have foot or back pain.",en_US,False,Sustainable,Male
Nike,563438,2025-10-23,5.0,"Perfect fit, true to size, super comfortable",Purchased for my Mom.  She loves these.  So comfortable.  Perfect fit!,en_US,False,Sustainable,Male
Nike,558170,2025-10-21,5.0,Perfect everyday running shoe,"I love Pegasus 41 for everyday running shoes they are comfortable, I’m normally UK size 5 but I always go up  half a size for running.  They wear away on the mid sole but I do a lot of running (100kM per month) This is my 3rd pair, so I would recommend them, they last longer than Hoka Clifton’s.",en_GB,False,Sustainable,Male
Nike,559559,2025-10-19,3.0,Tread didn't last,"Bought these in ""Blue Void/Metallic Gold/Orange Blaze/Sail""   I walk 5 miles a day, everyday and after less than 2 months the tread is cracked and almost gone from the ball of the feet and the tread at the heel is isn't much better. Not thrilled to have paid this price for something that didn't last half as long as others I had bought from Nike.",en_US,False,Sustainable,Male
Nike,552754,2025-10-15,5.0,Nike Pegasus running shoes,"Great running shoes, its my second pair of Pegasus trainers and I would highly recommend them",en_GB,False,Sustainable,Male
Nike,557710,2025-10-12,5.0,Awesome shoe,"The Pegasus 41 is my favorite shoe. It fits perfectly, and supports my feet when I’m running or walking. It looks good too!",en_US,False,Sustainable,Male
Nike,557708,2025-10-12,5.0,Runs big,Beautiful shoe. Only downside is that they are huge. Size down by at least a half. Maybe even a full size down.,en_US,False,Sustainable,Male
Nike,556981,2025-10-09,5.0,Great all-around running shoe,Really comfortable and supportive running shoe. Fairly light weight and great traction and stability both indoors and outdoors.,en_US,False,Sustainable,Male
Nike,552031,2025-10-02,4.0,Excellent cushioning,"I'd say to go a size up.. A little snug.  The cushioning is absolutely amazing!! It seems to form to your foot. Working in healthcare, I move a lot. I'd definitely say, it's worth it.",en_US,False,Sustainable,Male
Nike,544836,2025-09-23,5.0,Amazon sneakers,This is one of my favorite running sneakers. I have been running lately and these are so supportive and they are not extremely expensive. These shoes are also good designs and are amazing in comfort. This is an amazing sneaker and I would recommend them to anyone.,en_US,False,Sustainable,Male
Nike,544306,2025-09-19,5.0,love pegasus line,"I love the pegasus line and have for years - I wear out a pair, I order a new pair. They fit perfectly on my feet, I use them daily!  Mine tend to last about 6 months of daily wear of half a mile to two miles before I start to notice my strike points wearing down. This color way is particularly fun!",en_US,False,Sustainable,Male
Nike,541161,2025-09-17,5.0,beautiful shoe,beautiful shoe!  bought another pair!  they look great and are very responsive!  love the feel too!,en_US,False,Sustainable,Male
Nike,536385,2025-09-09,3.0,Doesn't hold up,Purchased the shoes about 7 months ago and I don't wear them everyday. The sole/tread is already coming apart. So even though the shoe is comfortable it doesn't hold up.,en_US,False,Sustainable,Male
Nike,531244,2025-09-03,3.0,,I have been a fan of the Pegasus line for some time now and feel that these shoes definitely continue the legacy of the shoe but the 41’s seem a little cheaper in quality than the 40’s,en_US,False,Sustainable,Male
Nike,531063,2025-09-02,5.0,"Comfortable, stylish and easy",Great looking shoe and the only pair/brand that be tried so far that allowed me to do a full walk without hip pain.,en_US,False,Sustainable,Male
Nike,531062,2025-09-02,4.0,Pegasus,The outer sole is a thin waffle like material diamond shaped that provides decent traction. Only time will tell of its resilience to wear.  I enjoyed walking jogging and running so 👍,en_US,False,Sustainable,Male
Nike,523907,2025-09-02,5.0,Trainers,Love these trainers. Will be buying them in different colours,en_GB,False,Sustainable,Male
Nike,523904,2025-09-01,5.0,Great trainers,Love these vibrant colour and very comfortable,en_GB,False,Sustainable,Male
Nike,530771,2025-08-31,5.0,Awesome! Would buy multiple pairs,Loved running in them! A big difference between the 40s and 41s. The Pegasus 41s are so much better and more comfortable,en_US,False,Sustainable,Male
Nike,524428,2025-08-27,5.0,My go to running shoe,"I've purchased numerous pairs of this Nike Pegasus shoe, and I will keep coming back for more. I go through running shoes about every 4 to 6 months, and I've tried to cut corners, buy a less expensive shoe/brand, etc. Every time I swayed away from this Nike shoe, I've paid the price. Lesson learned.   I don't have flat feet, so this shoe's shape and structure work great for me which is to say that if you don't have ""regular"" arches, I don't know if this shoe will work for you. The cushioning provides comfort and support, even with my bunions, without feeling too ""airy"" or like I'm weighted down.    I wear a lot of Nike shoes for fashion, but these are my absolute favorite for running. I highly recommend!",en_US,False,Sustainable,Male
Nike,523331,2025-08-22,5.0,Absolutely love them,"Im a coach and always on the lookout for new shoes. Whether in the classroom or on the field these are a great option. I coach softball so I was looking for something with some stability but moving around for 8 hours a day I didn't want to sacrifice on cushion. I love the cushion provided on the heel and with the air zoom technology it was some good cushion in the forefront too. Honestly Air Zoom tech might be the best thing Nike ever did. I feel like my foot is stable in this shoe and I can make lateral movements without feeling like my ankle might roll or my foot sliding to the side of the shoe. Great shoe, great build, and the look is fantastic as well.",en_US,False,Sustainable,Male
Nike,523105,2025-08-21,5.0,Nike Pegasus 41 Men's Road Running Shoes.,"Meets my expectations , I recommend.",en_US,False,Sustainable,Male
Nike,601860,2025-08-21,4.0,So comfortable,"I bought these a week ago, and I ran with them twice since purchasing them. They are so comfortable! I bought them when Dick was having their two days ago so I gotta steal on them and they are so worth it! I definitely would recommend them.",en_US,False,Sustainable,Male
Nike,519816,2025-08-17,5.0,,"Best running shoes, very comfortable and the lightweight is perfect for my needs",en_US,False,Sustainable,Male
Nike,519533,2025-08-14,5.0,Great running shoes,My son loves these for running cross country!  Great fit and comfort level!,en_US,False,Sustainable,Male
Nike,517753,2025-08-11,4.0,"Great fitting, faster runs","Great show, plenty toe box room. True to size. Felt very stable in them. Longer runs felt some fatigue in my feet, but might just be me. Great shoe wear daily if needed too.",en_US,False,Sustainable,Male
Nike,517647,2025-08-10,5.0,,Fits true to size.   No break in period.   These or vomeros are my two favs.,en_US,False,Sustainable,Male
Nike,515669,2025-08-10,1.0,Poor sole wear,Poor running shoes the sole is falling apart after less than 100 miles. I had Pegasus 39 before and the wear on those wasn’t brilliant but a lot better than the 41. This is from running short distance in dry conditions on smooth tarmac road surface. Very disappointed.,en_GB,False,Sustainable,Male
Nike,517441,2025-08-08,5.0,The heart of the classic nike rotation,"This is a really good Pegasus. I’ve ran in versions 37, 38, 39, 40, and now 41, and I have to say this is the best one yet for what it is - a mileage workhorse. This is not the fastest shoe in the market, not the most cushioned shoe in the market, nor the most supportive. However, it is responsive, relatively lightweight, and stable enough to allow you to show up and log mile after mile after mile without it feeling like a chore. Especially with the new wider toe box, this really is now the shoe for those 30 to 90 minute every day runs that allow you to build your fitness from the ground up day after day. Perfect for easy runs with strides, medium long runs, and maybe a little bit of uptempo if you’re feeling good that day. Also great for doing warmups, drills, cooldowns, and light gym work.  The only downside with this shoe is that, compared to Pegasus of the past, working out in this shoe does leave a lot to be desired. But then again, it got a lot better at long runs and recovery runs, which suggests that this really is that mileage shoe with a classic feeling for every day runs when you don’t want to overdo it.  If you don’t like ground feel and you prefer a more cruise-y / rockered ride, then I would look at the Vomero instead. And if you need a faster shoe, I would look at the Zoom Fly, Vaporfly, or Alphafly depending on your budget and your needs.",en_US,False,Sustainable,Male
Nike,515986,2025-08-06,5.0,Would buy again and again!!,Love these so comfortable!!! I use these for work everyday and they feel awesome,en_US,False,Sustainable,Male
Nike,515842,2025-08-05,5.0,,"I loved these! Great cushion and feel. Love the shoelaces, the small touches make this one of the best every day shoes I’ve seen in a while.",en_US,False,Sustainable,Male
Nike,515841,2025-08-05,5.0,,Love these shoes. They always fit perfectly and need no breaking in- put them on and ready to go.,en_US,False,Sustainable,Male
Nike,515720,2025-08-04,5.0,,The shoe felt very soft against the ground during run. Bouncey I use for all my runs Variety of surfaces,en_US,False,Sustainable,Male
Nike,515597,2025-08-03,1.0,Stiff Shoes,They are very lightweight but they are very stiff and not very padded and bouncy feeling,en_US,False,Sustainable,Male
Nike,515286,2025-07-31,5.0,,I’ve worn them for running ever since I got them and they feel great on my feet! My old shoes gave me so many blisters and calluses and my feet have been freed from this plague 🙏,en_US,False,Sustainable,Male
Nike,512430,2025-07-30,5.0,Go-to Shoes for Daily Runs/ Walks!,Extremely light and comfortable—perfect for long runs or all-day wear. The Nike Pegasus 41 offers great cushioning without feeling bulky. Highly recommended!,en_US,False,Sustainable,Male
Nike,512212,2025-07-27,4.0,Great shows,"Really like these. Fit comfortably and are very breathable. I bought the volt/neon yellow colored ones and my one complaint is even with sealing them, they mark up extremely easily. I’ve had many other pairs in this color that haven’t marked up as easily so it’s a bit strange. But overall I do like these!",en_US,False,Sustainable,Male
Nike,509553,2025-07-26,2.0,Major flaw that shouldn't exist,"Shoes are great. One very stupid problem that simply shouldn't exist:   Inside the left shoe, on the sole there's a sticker. That sticker is incredibly hard to remove. Having got most of it off, a VERY sticky residue remains.  It is so sticky that when taking the shoe off, the sole is very firmly stuck to my sock such that it pulled the inner sole out.",en_GB,False,Sustainable,Male
Nike,506453,2025-07-18,5.0,"Great fit, quality and comfort and look great too!","Already had a pair of these which are great. Started doing some track training so these are a second purchase for road running. Great fit, quality and comfort! I have a wide foot and these fit really well.",en_GB,False,Sustainable,Male
Nike,506553,2025-07-12,3.0,,Size up I got a 9 and it was wayyyy to Tight .,en_US,False,Sustainable,Male
Nike,504788,2025-07-08,5.0,Similar to Bowerman series - wide toe box! Love this shoe!,LOVE this shoe!!! If you were a fan of the Bowerman series you will appreciate this shoe! Lots of cushioning and stability- your foot is supported and stays in place. Great support in arch and cushion throughout. This is a comfortable everyday running shoe. I have a narrow heel but require a wide toebox and this fits like a glove.,en_US,False,Sustainable,Male
Nike,504789,2025-07-08,5.0,Shoes,"Very good and comfortable, very good for impact while running. Also very stylish, felt like 2009 Bama wearing these shoes",en_US,False,Sustainable,Male
Nike,501591,2025-07-01,5.0,"Comfortable,  toe box room .","Very comfortable,  purchased for comfortable  daily wear,  casual days for summer . Great support with toe room .Plan to buy another style next.",en_US,False,Sustainable,Male
Nike,501286,2025-06-28,5.0,,"Great footwear for running, working out and overall daily walking.",en_US,False,Sustainable,Male
Nike,500082,2025-06-28,5.0,Snug as a Bug,"This was a great purchase.  The trainers are light, fit really well and most importantly provide a great cushion under feet to help you pound the pavement.",en_GB,False,Sustainable,Male
Nike,500468,2025-06-24,5.0,Nice for running and everyday wear,"I love everything about these shoes! The fit is perfect; the colors really pop, and they are very comfortable.",en_US,False,Sustainable,Male
Nike,500245,2025-06-22,2.0,Incredibly disappointed,"Incredibly disappointed with Nike's QC these days. Just a few months in and the sole is already peeling away. I liked everything else about this shoe, but geez, Nike, get it together. This the third pair of Nike running shoes I've purchased that had issues just a few months in.",en_US,False,Sustainable,Male
Nike,500244,2025-06-22,5.0,Nike for me,"Made for comfort, I am on concrete all day and Pegasus are the best. My feet are worth it.",en_US,False,Sustainable,Male
Nike,498829,2025-06-16,2.0,,Very comfortable and great shoe but started squeaking after the first week of wearing? Unsure why.,en_US,False,Sustainable,Male
Nike,498830,2025-06-16,5.0,,My husband loved tissue. Very comfortable. Especially working out.,en_US,False,Sustainable,Male
Nike,498248,2025-06-12,5.0,All-Time Favorite,"Outstanding shoe. Stable, durable, jack of all trades. My all-time favorite.",en_US,False,Sustainable,Male
Nike,485932,2025-06-12,5.0,Supported and comfortable,"I purchased these to use on the treadmill, they are supportive and needed no breaking in, as for the colour, I love! Eye catching and a little different. These trainers run true to size.",en_GB,False,Sustainable,Male
Nike,495483,2025-06-11,5.0,Awesome looking shoes,Awesome colors.  Get a lot of compliments.   Great fit.,en_US,False,Sustainable,Male
Nike,485834,2025-06-11,5.0,I love them.,"I love them! they look great and are extremely comfortable, you can walk hours with them, very light but great support.",en_GB,False,Sustainable,Male
Nike,485835,2025-06-09,5.0,,Great looking and comfortable running shoes! Just being using them for a few weeks on 10k runs and they feel perfect and as brand new,en_GB,False,Sustainable,Male
Nike,495008,2025-06-08,5.0,Back to Nike the original experts!,They just feel wonderful on my feet. After using those max cushion brand H. I realized my feet hair didn’t feel right and it was too much “cushion” so I went back to Nike. Which I have been a Nike fan for all shoes for years. These 41s are perfect. Lighter springy feeling and I can feel the run more if that makes sense. Plus my feet aren’t sore when I take them off. I should have known Nike was my home.,en_US,False,Sustainable,Male
Nike,490043,2025-06-05,5.0,Versatile shoe,Great running shoe.Also a very neutral color way that makes it go with many different color schemes.,en_US,False,Sustainable,Male
Nike,485725,2025-06-03,5.0,Fat lad running,These are a great pair of trainers for me. I’m a big unit but completed a 5k plod like I was floating on air. Would highly recommend.,en_GB,False,Sustainable,Male
Nike,601858,2025-06-03,4.0,"good, takes a minute to get use to it.","the store it self was a terrible experience trying to get these, sales people were no help. SO i bought them online and was quick and easy. the first week the shoes feel weird but as it goes on, they kind of shape into ur feet and becomes comfortable. Just wish they were a little more lighter",en_US,False,Sustainable,Male
Nike,484985,2025-05-27,5.0,,Comfortable & nice design!,en_GB,False,Sustainable,Male
Nike,484671,2025-05-24,5.0,They are slylish and comfortable,"I’m just in love with these, they look great and also are comfortable! The best shoes for work and I’m a personal  trainer that I’m all day long running around.",en_US,False,Sustainable,Male
Nike,484615,2025-05-23,5.0,Great shoes,Great trainers.   Wear them to the gym.  Very comfortable great look.  My first Nike trainers won’t be my last,en_GB,False,Sustainable,Male
Nike,600175,2025-05-22,5.0,Always come back to the pegasus,I have tried them all and I always come back to these for walking 3+ miles a day. They have just the right support and stability for walking.,en_US,False,Sustainable,Male
Nike,483258,2025-05-18,5.0,Pegasus 41,I find these shoes to be very comfortable. I usually walk 4 miles a day 5 times a week. I like the looks of them too.,en_US,False,Sustainable,Male
Nike,483140,2025-05-18,1.0,,"Shoes are nothing like previous pair of Pegasus 41, feels like I’m trying to run on bricks. Have tried breaking them in, they have over 35 miles in them and no change. Heel slip on this pair too.",en_US,False,Sustainable,Male
Nike,483100,2025-05-16,5.0,Big improvement on my previous Adidas shoes.,"My first Nike running shoes since 2010, I am really impressed with the comfort and support of this shoe. So much more comfortable than my previous Adidas shoes, no muscle pain and an almost effortless run for 40 minutes 3 times a week. I am very pleased and will buy another pair for casual use this summer during the sales!",en_GB,False,Sustainable,Male
Nike,479728,2025-05-08,5.0,"Great, all-around running/walking/living shoe. Nike nailed this one.","The Pegasus 41 is like an intelligent upgrade from the 40...same last, same perfect fit, but lighter, with better cushion (but still with the ability to ""feel the road"") and even better stability in the heel. I thought I'd found the perfect shoe in the 40, but the 41 is terrific all around. And I'm loving the colorways. Thank you, Nike, for not changing the last and for simply improving an already great shoe.",en_US,False,Sustainable,Male
Nike,479731,2025-05-08,5.0,"White, Not Sail","PSA: The “sail” colorway with blue tint accent is white, not sail. Compared to a brand new pair of “white” dunks.   Shoes are stupid comfy, like walking on clouds.",en_US,False,Sustainable,Male
Nike,478942,2025-05-02,5.0,Excellent,"The Nike Pegasus line is elite, and they have produced several of my favorite running shoes over the years. The Nike Pegasus 41s are near the top of my list. They are more breathable than previous models due to the mesh upper. The sole is supportive with adequate cushion. The toe box feels slightly wider which I like. The support from the heel through the arch is incredible. The Pegasus 41s are an excellent combination of comfort and function. I have purchased serval pairs.",en_US,False,Sustainable,Male
Nike,476510,2025-04-30,5.0,Great running shoes,These were a gift for my grandson who is a runner.  He loves them and says they are extremely comfortable.,en_US,False,Sustainable,Male
Nike,476385,2025-04-29,5.0,Best Ever Running Shoes,"The best running shoes- I have been running Nike for several years now after trying Asics, Brooks, etc. Nike somehow fixed my flat foot and helped me build an arch again! Pegasus 41 does not disappoint!",en_US,False,Sustainable,Male
Nike,476217,2025-04-28,5.0,LOVE,excellent underfoot comfort and cushioning + the upper feels like a hug!,en_US,False,Sustainable,Male
Nike,476218,2025-04-28,3.0,Looking for a InfinityRN 4 replacement? Look elsewhere,"On the search for a new daily running shoes after finding out the InfinityRN line has been discontinued. Gave these a try. These are not wide enough and don't provide enough cushioning, specifically in the forefoot. Maybe a good shoe for occasional workouts on forgiving surfaces, but not recommended for ""everyday road running"".  They look cool, so that's nice I guess.",en_US,False,Sustainable,Male
Nike,476012,2025-04-27,5.0,Great running shoe and great price!,"I initially bought the $170 Pegasus but found them not great value for money. However, the Pegasus 41 are a GREAT value for money and just an outright super comfortable running shoe. It’s responsive and well cushioned and allows for a very natural running gait. Highly recommend.",en_US,False,Sustainable,Male
Nike,475607,2025-04-25,3.0,,people with wide feet should stay away,en_US,False,Sustainable,Male
