Brand,ID,Rating,Sentiment,Combined_Text,VADER_Sentiment,VADER_Correct
Nike,606737,5.0,positive,"Great choice for runners. [This review was collected as part of a promotion.] Great for walking, light exercise or running. Highly recommended for distance running",positive,True
Nike,608246,5.0,positive,Great SHOES. [This review was collected as part of a promotion.] Excellent shoes. A good fit. For sure I would recommend,positive,True
Nike,608342,5.0,positive,Great grip and lighteay. [This review was collected as part of a promotion.] Got these for my son for indoor track to run and workout. He loves how comfy and grippy they are. They dont replace track cleats but def great for warmup and training,positive,True
Nike,608370,5.0,positive,"nice looking walking/running shoe. [This review was collected as part of a promotion.] brought this a couple weeks ago, used it for walking and running",positive,True
Nike,607274,5.0,positive,Loved how they fit. [This review was collected as part of a promotion.] I bought these for my nephew for Christmas and he absolutely loves them and loves the way they fit him!!!!,positive,True
Nike,607304,5.0,positive,Great show for the price. [This review was collected as part of a promotion.] This shoe is a great value. Good support and comfort for a reasonable price,positive,True
Nike,607597,4.0,positive,"Excellent running shoe. [This review was collected as part of a promotion.] Comfortable , durable, and inexpensive. This shoe gets the job done, comfortably",positive,True
Nike,609959,5.0,positive,"Excellent feel. [This review was collected as part of a promotion.] These shoes are a great blend of comfort and stability. I usually find shoes with large, thick soles to be too pillowy. But these still feel very stable",positive,True
Nike,606727,5.0,positive,Great Shoes!. [This review was collected as part of a promotion.] My son loves these. Very comfortable and fit true to size,positive,True
Nike,608106,5.0,positive,Whiter than white!. [This review was collected as part of a promotion.] I was looking for some white running shoes. I found these online and they are exactly what I was looking for. I actually have worn these on the golf course and they gave me plenty of traction. Very stylish also. Couldn’t be happier!,positive,True
Nike,607295,5.0,positive,Very comfortable. [This review was collected as part of a promotion.] Very comfortable shoes. Time will tell how they hold up,positive,True
Nike,608332,5.0,positive,Great for may workout outfits. [This review was collected as part of a promotion.] Bought this for my husband he walks a lot and these are great for his feet. They go with almost every outfit,positive,True
Nike,609964,4.0,positive,Great running shoes for the price. [This review was collected as part of a promotion.] Bought for my 15 year old to use for wrestling conditioning. They fit him well and have help up great so far,positive,True
Nike,609961,5.0,positive,"Great cushion!. [This review was collected as part of a promotion.] I bought these for a Disney trip knowing the amount of walking that would be done and they were awesome! While my brother had shin splints and others complaining about soreness and pain, I was able to walk comfortably around without issue. We did about 20,000 steps per day. I can't say enough about how happy I am about this purchase",positive,True
Nike,608574,5.0,positive,Squishy!. [This review was collected as part of a promotion.] Like walking on air! Supportive and comfy. Glad I picked these,positive,True
Nike,608593,5.0,positive,Deal. [This review was collected as part of a promotion.] Sneakers are very nice and for the price made the deal even better,positive,True
Nike,601584,4.0,positive,Odd toe box. I got these shoes as a Christmas gift. I usually wear 9.5 or 10 across all brands. I received size 10 and my toes were squished to the end and also height wise. I do like how light the shoes are and they have great arch support,positive,True
Nike,589880,1.0,negative,unusual heel slip and weird space at the bridge. unusual heel slip and weird space at the bridge,negative,True
Nike,588630,5.0,positive,Excellent. Excellent trainers at a very good price. My son loves them,positive,True
Nike,589467,5.0,positive,They’re very comfortable and they look good on me.,positive,True
Nike,593430,1.0,negative,"Comfortable, but not durable. I ordered these in early August for my son, who works out most every day. At least once a week, this includes a 10-mile run. While they were comfortable and cushiony from the start, the uppers started ripping about a month ago. I am not impressed. But, hey, that definitely made them more breathable!",positive,False
Nike,588383,5.0,positive,Great. Comfortable. Good value. Fast delivery,positive,True
Nike,584749,5.0,positive,"Great shoes. My son has not been able to wear them because they were small for him, but I exchange them and I am waiting for the new size. He had the chance to try them and loved them",positive,True
Nike,584117,5.0,positive,My Review. Very comfortable and a great price,positive,True
Nike,579346,5.0,positive,"Very comfortable shoes, I like it!",positive,True
Nike,583928,1.0,negative,It came too big I need a reembolso,negative,True
Nike,576453,5.0,positive,Awesome. Super comfortable. I am very satisfied with this pair,positive,True
Nike,579383,4.0,positive,"Shoes are great, but they do run a little small",positive,True
Nike,574592,5.0,positive,Great running shoes. Really good running shoes.  Very comfortable and a great fit,positive,True
Nike,593477,5.0,positive,Great running shoes!. [This review was collected as part of a promotion.] Very comfortable- good support. I bought the white for my son and they look great,positive,True
Nike,593601,5.0,positive,Great running shoe. [This review was collected as part of a promotion.] Have had these for several weeks and I’m very happy with them!,positive,True
Nike,570989,5.0,positive,A must have. I am all day on my feet. Walk a min of 10 000 steps per-in doors. This shoe is brilliant. For the price it’s a great buy. True to size. I’m in London and it’s winter -works fine  All round a good buy,positive,True
Nike,593594,4.0,positive,"Great for runners. [This review was collected as part of a promotion.] Bought these shoes for my husband in hopes they would be better support for his ankles. He loves them, so I went back and bought another pair!",positive,True
Nike,593492,5.0,positive,Great!. [This review was collected as part of a promotion.] I bought the shoes for my 16 year son and he loves it. He wears it everyday to school,positive,True
Nike,593123,4.0,positive,Shoes. [This review was collected as part of a promotion.] Rlly good shoes for all round activities nothing e,positive,True
Nike,571027,5.0,positive,The Revolution Begins!. These are incredibly comfortable shoes...they fit just right...about to order another pair ;),positive,True
Nike,593081,5.0,positive,Comfort. Nice fit  Nice shoes to wear Love these shoes Very nice and breathable,positive,True
Nike,594520,5.0,positive,"Slip on and go. [This review was collected as part of a promotion.] Bought these right before a trip to Disneyland and wore them 2 of the 4 days. I was nervous about putting them on and wearing them without much breaking in but had no issues at all, very comfortable!",positive,True
Nike,568418,5.0,positive,I been getting these shoes for so long I went through 10 pairs of them and I love them there comfortable well fitting and last a long time if you don’t rate these five stars you are crazy FIVE STARS!,positive,True
Nike,593585,5.0,positive,Comfortable shoes. [This review was collected as part of a promotion.] I bought these a month ago and love them. The fit is perfect. They are extremley comfortable,positive,True
Nike,593484,5.0,positive,My son loved these!. [This review was collected as part of a promotion.] He recently started wrestling and the coach is making them run. So I bought him these. He says they are comfy,positive,True
Nike,566135,4.0,positive,"The Revolution Works for Me!. Just purchased a pair after foot surgery until I can get the Vomero that I really want.  I ended up getting an 11.5 wide and I am very happy with the fit of them. The toe box isn't very wide, so consider getting the wide if that is important to you. I am very unstable since taking the surgical offload boot, but they give me a sense of balance as I am getting back on my feet ...literally.  My plan is to use them as a beater pair for the gym once my Vomero's are ordered.  I spent over an hour in the store trying on Nike's and kept coming back to this one.  For the sub $100 price point, it is worth the value of getting a show worthy of the Swoosh",positive,True
Nike,593437,4.0,positive,Comfy!. [This review was collected as part of a promotion.] Very comfortable. I think they run just a little bit large,positive,True
Nike,593500,4.0,positive,"Very comfortable shoes. [This review was collected as part of a promotion.] I use these shoes for workouts at a gym, not for running. The shoes are very comfortable for what I do",positive,True
Nike,564313,5.0,positive,"Great price, Great Shoe. My son loves them.  Great fit and lightweight!",positive,True
Nike,593345,5.0,positive,"Good quality shoe. [This review was collected as part of a promotion.] These shoes are a repeat purchase. They’re good quality, hold up well during activity and exercise. They’re are my go-to for Tennis shoes/Running shoes",positive,True
Nike,593357,5.0,positive,Great all purpose sneaker. [This review was collected as part of a promotion.] It's a great sneaker for everyday activities. Is easy to walk and run in,positive,True
Nike,593445,5.0,positive,Nice shoe for the price.. [This review was collected as part of a promotion.] I purchased these shoes for walking and they've been great,positive,True
Nike,557707,5.0,positive,"Very comfortable, runs half a size big but still good",positive,True
Nike,593413,5.0,positive,"it feels so good to run in and great for school, sport. it is very good for summer 5 stars.",positive,True
Nike,593506,5.0,positive,Great Show!. [This review was collected as part of a promotion.] This shoe is very comfortable and it's holding up great,positive,True
Nike,593387,5.0,positive,Solid Shoes. [This review was collected as part of a promotion.] Bought them bc I am a referee and need a good solid supportive shoe to move around the field quickly and efficiently. These sneakers are true to size and felt great immediately,positive,True
Nike,593355,4.0,positive,Good shoe.. [This review was collected as part of a promotion.] Purchased as a gift for my brother in law and he loves the shoe. They are very comfortable,positive,True
Nike,593637,5.0,positive,"Great, great everyday shoe!!. [This review was collected as part of a promotion.] I purchased a few weeks ago and feet love them…great shoe for the money!",positive,True
Nike,593379,4.0,positive,Great value. [This review was collected as part of a promotion.] I bought these because the price was right and the comfort and durability is great!! I use these for the gym but they look so good I wear them out as well. I'm Very happy with this purchase,positive,True
Nike,544791,5.0,positive,comfortable to wear and the fit is perfect,positive,True
Nike,593588,5.0,positive,Comfy. [This review was collected as part of a promotion.] Kid loves em. These are his second pair. Says they’re like walking on a cloud,positive,True
Nike,593088,4.0,positive,Show buy. [This review was collected as part of a promotion.] Bought shoes for work on feet all day good comfort and durability,positive,True
Nike,593481,5.0,positive,Amazing fit. [This review was collected as part of a promotion.] I purchased these for my son for every day wear. He loves the feel and look of them. The support his feet the way he needs,positive,True
Nike,593608,5.0,positive,Great shoes. [This review was collected as part of a promotion.] I bought these for my son and he trains in them. He says they are very comfortable,positive,True
Nike,593615,5.0,positive,He loved them as a gift. [This review was collected as part of a promotion.] Loved the style and comfort. Received as a gift. Fit was great too,positive,True
Nike,593489,5.0,positive,Great gift. [This review was collected as part of a promotion.] Bought these for my boyfriend and all I’ve heard are good things. Nice and spongy feeling. Not too snug,positive,True
Nike,593422,5.0,positive,Great running shoes. [This review was collected as part of a promotion.] Grandson needed some running shoes for his first year of Cross Country. He loves them. Very light weight and good support,positive,True
Nike,593616,5.0,positive,Perfect. [This review was collected as part of a promotion.] They are very comfortable. World definitely buy again,positive,True
Nike,535829,5.0,positive,"Excellent. It's very comfortable to wear, and it gives me the vibes of Nike Pegasus. I'm thinking of getting another one in a different colour",positive,True
Nike,593049,5.0,positive,Great Shoes. [This review was collected as part of a promotion.] I purchased these shoes as an extra pair for my high schooler to keep in his gym locker. Great pair of extra shoes for school. Fit great and a great price,positive,True
Nike,531209,5.0,positive,"Revolution feels like Pegasus 39 but for a 3rd of the price.. I recently picked up the Nike Revolution and I’m really impressed. They’re lightweight, comfortable, and give great support whether I’m walking, running, or just wearing them day-to-day. The cushioning feels soft but responsive, and the fit is true to size without feeling tight. I also love the clean design – they look great with both sportswear and casual outfits. For the price, the quality is excellent. Definitely a solid choice if you’re after comfort, style, and performance all in one",positive,True
Nike,593380,5.0,positive,Super comfortable. [This review was collected as part of a promotion.] Bought for my son who needed great sneakers that grip well for work. He can wear for 8-10 hours without a problem!,positive,True
Nike,593745,5.0,positive,"Great shoes. [This review was collected as part of a promotion.] Bought a couple of weeks ago. Good fit, stylish, and reasonably priced",positive,True
Nike,593645,5.0,positive,"Nice light weight and comfortable.. [This review was collected as part of a promotion.] Great support and grip! I've been using these for runs for the last few weeks, and they hold up really well, and feel great. I am very happy with the weight and comfort of these sneakers",positive,True
Nike,593590,4.0,positive,"cushy shoes. [This review was collected as part of a promotion.] The shoes are nice, soft, and light. The color is perfect, exactly what they wanted",positive,True
Nike,593365,5.0,positive,Great price for good comfort. [This review was collected as part of a promotion.] Very comfortable for the price. Bought them for running and they hold up nicely,positive,True
Nike,593593,5.0,positive,Great features. [This review was collected as part of a promotion.] Bought a month ago & would def recommend Nice lace up Nice comfort Easy on/off,positive,True
Nike,593072,5.0,positive,Great quality shoe. [This review was collected as part of a promotion.] I have purchased several of this model shoe in different colors. Such a great shoe and especially for the price!,positive,True
Nike,530568,5.0,positive,"Good for the price. They are really comfortable, and is true to its size",positive,True
Nike,530272,5.0,positive,REVOLUTION 8. I ALREADY HAVE A PAIR IN BLACK. WANTED ONE IN WHITE. VERY COMFORTABLE,positive,True
Nike,593607,5.0,positive,comfy and stylish. [This review was collected as part of a promotion.] My kid is very happy with his new shoes. Would recommend,positive,True
Nike,593454,5.0,positive,Nice. [This review was collected as part of a promotion.] Bought these for my son who wears a size 15. Not always a lot of choices but these worked. He has been wearing the Revolution 7 for years. Happy with the purchase,positive,True
Nike,593461,5.0,positive,Amazing comfort and amazing price!. [This review was collected as part of a promotion.] The value is unmatched. Perfect for a walk in the park or light training!,positive,True
Nike,523767,5.0,positive,"Excellent running shoe after is broken into.  Breathable material is comfortable, Like the shoe, for the price, I would buy it again, and definitely would recommend it.",positive,True
Nike,593056,5.0,positive,Very Comfortable. [This review was collected as part of a promotion.] Shoes were not that expensive and are very comfortable. Offer a good bit of arch support and feel great. Just needed a comfortable sneaker to be in as I’m on my feet most of the day,positive,True
Nike,520146,5.0,positive,"The fit is true to size and it is pretty comfortable. I wear 8.5 Nike SB's, and these fit similarly.",positive,True
Nike,593747,5.0,positive,"I love the style of running shoe, comfortable for a person like myself that is on there feet all day. [This review was collected as part of a promotion.] I bought the same shoe in a different color because of the comfort I recive from wearing the shoe",positive,True
Nike,593512,5.0,positive,"Fits like a glove. [This review was collected as part of a promotion.] Love these, very sturdy, comfortable, and lightweight!",positive,True
Nike,594518,5.0,positive,Kid likes them. [This review was collected as part of a promotion.] They’re up to the task 15 year old who likes non flashy shoes,positive,True
Nike,593459,5.0,positive,Great looking and comfortable shoe!. [This review was collected as part of a promotion.] My son liked the look of this shoe for cross country and he liked the feel of them even better! He says they are very light but also supportive as he does his running. They are a great buy!,positive,True
Nike,593469,5.0,positive,Shoe. [This review was collected as part of a promotion.] Great shoe is very comfortable and would buy them again,positive,True
Nike,593603,5.0,positive,Great fit and lightweight. [This review was collected as part of a promotion.] Wasn’t planning on picking up shoes but I saw them and the surface price and decided to try them on. Very comfortable and the build quality is fantastic,positive,True
Nike,593744,5.0,positive,Super comfortable for walking around in the city. [This review was collected as part of a promotion.] Bought for walking in the city and they worked great and great value for the price,positive,True
Nike,593740,5.0,positive,Very comfortable!. [This review was collected as part of a promotion.] I'm happy that I bought them but I wish I wouldn't have chosen white because dirt easily shows,positive,True
Nike,593579,4.0,positive,Light and comfortable. [This review was collected as part of a promotion.] The sneakers are very comfortable and well cushioned. Mesh style fabric also makes them cool to wear,positive,True
Nike,593098,5.0,positive,Good running shoes. [This review was collected as part of a promotion.] Very comfortable running shoes! Use for daily runs!,positive,True
Nike,593108,5.0,positive,So comfortable. [This review was collected as part of a promotion.] I bought these relaxing shoes and they make me feel like I'm walking on air,positive,True
Nike,593114,5.0,positive,"Comfortable, fits great. [This review was collected as part of a promotion.] Comfortable, fits great. Great value. Would recommend",positive,True
Nike,521975,5.0,positive,Comfortable. [This review was collected as part of a promotion.] There very nice shoes comfortable for cardio workout,positive,True
Nike,593358,5.0,positive,Great shoe. [This review was collected as part of a promotion.] Comfortable and able to walk for a 10 hour shift with ease. I walk around for a living and its clouds on my feet,positive,True
Nike,593439,4.0,positive,Comfortable. [This review was collected as part of a promotion.] Comfortable shoes but a little wonky on my right foot that is a little shorter than my left foot. Could just be me lol,positive,True
Nike,594521,5.0,positive,Great men's shoe! Very comfortable.. [This review was collected as part of a promotion.] I bought these for my 13 year old son for his workouts. He says they are very comfortable and supportive. I am happy with my purchase,positive,True
Nike,593364,5.0,positive,My son loves how comfortable they are.. [This review was collected as part of a promotion.] Bought these 1 month ago. My son lives them. Ready for school,positive,True
Nike,593625,4.0,positive,Comfortable and affordable. [This review was collected as part of a promotion.] Bought these for my son a few months ago. Fit is great. Shoe isn’t heavy and a decent price,positive,True
Nike,593460,4.0,positive,"Revolutionized my gym workouts, very comfy. [This review was collected as part of a promotion.] I feel very comfortable in these. The toe box is wide and overall the shoe supports my flat feet",positive,True
Nike,593457,5.0,positive,"Comfortable!. [This review was collected as part of a promotion.] Bought these a month ago no break in period needed, great comfort right out of the box. Good looking shoe as well",positive,True
Nike,594516,5.0,positive,"treadmill shoes. [This review was collected as part of a promotion.] Great shoes for the treadmill workouts ~ I will buy them again, when they get old",positive,True
Nike,593627,5.0,positive,Solid. [This review was collected as part of a promotion.] Great for pickle ball seems like it wears well great for outdoors,positive,True
Nike,593066,2.0,negative,The shoes fit well. [This review was collected as part of a promotion.] The shoes lack a slot to hold the laces to the tongue. It should have one to help keep the tongue in place when sliding my feet into the shoe,positive,False
Nike,509124,1.0,negative,Bad sneakers. I didn't  like this particular sneaker to small cramped my foot very uncomfortable,negative,True
Nike,594517,5.0,positive,Good shoe. [This review was collected as part of a promotion.] Very lightweight and comfortable. Got this shoe for cardio activities- no regrets so far,positive,True
Nike,593372,4.0,positive,Happy medium. [This review was collected as part of a promotion.] Great purchase for the cost. I bought these shoes to ref basketball in. They are a great value purchase compared to more expensive shoes,positive,True
Nike,505931,2.0,negative,"Size is not as advertised. The Revolution has changed a lot. This R8 is not even wide as it used to be and the size runs smaller than what it is. Try one number bigger and yet, the shoe feels tight since it is not wide",positive,False
Nike,593348,5.0,positive,Shoes feel awesome!. [This review was collected as part of a promotion.] I’m recovering from Achilles surgery! These shoes are just what I needed!,positive,True
Nike,593466,4.0,positive,Good basic runner. [This review was collected as part of a promotion.] Bought this for my son heading to summer sleep away camp. Did its job. Still in pretty good shape after a away of constant use,positive,True
Nike,485102,5.0,positive,I truly love these shoes.  The fit and the comfort are great!  The price is very reasonable!,positive,True
Nike,616627,5.0,positive,"Great comfort and style. [This review was collected as part of a promotion.] I bought these for my dad and he wears them everyday, loves that it goes with everything and doesn’t compromise comfort",positive,True
Nike,616461,5.0,positive,Perfect Comfort. [This review was collected as part of a promotion.] Pegasus are my favorite walking and running shoes,positive,True
Nike,617129,5.0,positive,"Disney Approved!!. [This review was collected as part of a promotion.] I walked 50+ miles at the Disney parks for a week, and my feet never hurt one bit! Highly recommend!",positive,True
Nike,616752,5.0,positive,Comfortable for running!. [This review was collected as part of a promotion.] Great well priced sneaker for running indoor track,positive,True
Nike,616753,5.0,positive,Super Comfortable. [This review was collected as part of a promotion.] I got a great deal on a discontinued color. I wasn't sure if I would like them since it's been awhile since I've run in a Pegasus. BUT they are so comfy its like running on a cloud! :),positive,True
Nike,616860,5.0,positive,Comfortable. [This review was collected as part of a promotion.] I bought mine a little over a month ago and they fit great and are super comfortable and easy to clean,positive,True
Nike,616286,5.0,positive,Great shoes. [This review was collected as part of a promotion.] Bought a new pair because the ones I got six months ago were ready for replacement. My son loves them!,positive,True
Nike,616628,5.0,positive,Comfortable. [This review was collected as part of a promotion.] I use these for runs 1-6 miles. They are very comfortable,positive,True
Nike,616690,5.0,positive,Cute and comfortable. [This review was collected as part of a promotion.] Standing and moving all day and these shoes have made a difference on my feet!,positive,True
Nike,616460,5.0,positive,Excellent fit. [This review was collected as part of a promotion.] I'm very happy with my purchase. True to size very comfortable,positive,True
Nike,617159,4.0,positive,pretty comfortable and cute. [This review was collected as part of a promotion.] These are fairly comfortable but are not for long term / high activity/ standing wear. I bought two pairs at the same time and of the two these are better but still hurt my feet after a while. I love the bright color and get many compliments on them!,positive,True
Nike,616863,5.0,positive,Thanks! Great Service. [This review was collected as part of a promotion.] Very comfy! Very light!! I recommend this shoes to every body,positive,True
Nike,602645,5.0,positive,Great value and true to size. Really comfy and supportive! Got these in pink and they go with everything,positive,True
Nike,612753,5.0,positive,"Like walking on air.. [This review was collected as part of a promotion.] Bought my wife a pair of all white back in the summer and she liked them so much, she asked for another pair in black for Christmas. Santa always delivers",positive,True
Nike,612683,5.0,positive,GO TO SHOE. [This review was collected as part of a promotion.] This is my go to shoe. The color is nice with the little details making it perfect,positive,True
Nike,612743,5.0,positive,Comfy and Supportive!. [This review was collected as part of a promotion.] I LOVE the Pegasus! They are so comfy for a day on your feet! They also come in some pretty fly colors!,positive,True
Nike,612795,5.0,positive,Feels great. [This review was collected as part of a promotion.] These are great for walking! These feel like pillows inside. And are very supportive,positive,True
Nike,615045,5.0,positive,"Comfortable and lightweight!. [This review was collected as part of a promotion.] These shoes are very comfortable and give quite a bit of support. I was worried that they'd have that "" heavy feeling"" to them, however they are light weight! Time to go and pick up an extra pair",positive,True
Nike,603039,5.0,positive,Checks all the boxes!. Great fit! Extremely comfortable! Excellent craftsmanship! This shoe checks all the boxes,positive,True
Nike,612664,5.0,positive,Super comfortable shoes. [This review was collected as part of a promotion.] We were looking for a pair of shoes for my son and we tried these on and he really liked him so we purchased them. We purchased a mini pair of Nikes before for him,positive,True
Nike,612748,5.0,positive,Comfortable!. [This review was collected as part of a promotion.] My husband enjoys his shoes! Comfortable and goes with anything,positive,True
Nike,612749,5.0,positive,Great Sneakers.. [This review was collected as part of a promotion.] Great right out of the box. Comfortable and solid! My second pair,positive,True
Nike,612605,5.0,positive,Great shoes. [This review was collected as part of a promotion.] I love the color on the shoes and they are comfy and the price,positive,True
Nike,612617,5.0,positive,Great shoe glad I bought them well worth the money. [This review was collected as part of a promotion.] Great shoe glad I bought them they feel great and wear well even on bumpy ground,positive,True
Nike,612667,5.0,positive,"Best shoes ever!. [This review was collected as part of a promotion.] Absolutely love them! I have 3 pairs, my husband got a pair, and other family members purchased them. Highly recommend!",positive,True
Nike,614242,5.0,positive,Extra comfortable. [This review was collected as part of a promotion.] Love these shoes! Extremely comfortable to wear everyday,positive,True
Nike,614908,5.0,positive,Very stylish. [This review was collected as part of a promotion.] I bought them for my daughter for Christmas. She loves the colors and the cushioning,positive,True
Nike,612800,5.0,positive,Stylish and comfy. [This review was collected as part of a promotion.] These are fire to the eye and soft- cushions for the feet,negative,False
Nike,612674,5.0,positive,"Great walking shoe. [This review was collected as part of a promotion.] This is a great walking shoe for support, especially if you walk long distances or run",positive,True
Nike,612609,5.0,positive,"Great show. [This review was collected as part of a promotion.] Great show, and support. Good for both street running and trails",positive,True
Nike,613854,5.0,positive,Great running shoe. [This review was collected as part of a promotion.] Great show for long and short runs. Sizing as expected. And stylish to boot,positive,True
Nike,613856,5.0,positive,Love these shoes!. [This review was collected as part of a promotion.] From the moment I put these on I was ready to run. Absolute comfort. I’d buy another pair for sure!,positive,True
Nike,615043,1.0,negative,"Just bad. I purchased it for running on the treadmill; however, it turned out to be excessively bouncy. Consequently, I attempted to use it for daily wear, but the front is too narrow, causing discomfort on the side of my pinky toe",negative,True
Nike,596870,5.0,positive,Great training shoes for regular short road runs.,positive,True
Nike,614245,5.0,positive,Comfortable running shoes. I’ve gone on 5 runs since I’ve got these hands down one of my favorites. Great buy,positive,True
Nike,604576,5.0,positive,Shoe is very comfortable. [This review was collected as part of a promotion.] I liked the price and the look of the shoe and it’s very comfortable and goes well with everything,positive,True
Nike,612784,5.0,positive,Great supporting Shoe. [This review was collected as part of a promotion.] Happy with the all white color option and the arch support this shoe provides,positive,True
Nike,606493,5.0,positive,I’m just saying. [This review was collected as part of a promotion.] I’m going back in a little while and then I’ll come over to the shop to pick it out for the car wash I don’t have any more stuff to bring home for you so you don’t need anything else,negative,False
Nike,606065,5.0,positive,Best running shoes I have ever had.. [This review was collected as part of a promotion.] I love running in these shoes. They have the right amount of support and cushion. I would gladly buy another pair of the same exact shoes,positive,True
Nike,609454,5.0,positive,Great features and swag. [This review was collected as part of a promotion.] I bought a couple months and actually able to CrossFit in them,positive,True
Nike,612794,5.0,positive,Comfortable. [This review was collected as part of a promotion.] Really comfortable shoes after a long day. Would highly recommend!,positive,True
Nike,597047,5.0,positive,"Good Stuff 👍. Awesome sneaker, brilliantly white and clean. Comfortable as a daily shoe, but also fits into my rotation of running/training sneakers like a glove",positive,True
Nike,612663,5.0,positive,Great shoe and very comfortable. [This review was collected as part of a promotion.] Very comfortable shoe and like the way it looks and love the black and white,positive,True
Nike,606312,5.0,positive,My son LOVES IT. [This review was collected as part of a promotion.] He was so darn happy when he saw these in person. I haven't seen him more excited in a while,positive,True
Nike,606333,5.0,positive,Stylin sneaker. [This review was collected as part of a promotion.] My husband loves the look and how they feel. He says he can walk all day,positive,True
Nike,606337,5.0,positive,Good quality sneaker. [This review was collected as part of a promotion.] I exercise with these every day. It is a good quality shoe,positive,True
Nike,605430,5.0,positive,So comfortable!!!. [This review was collected as part of a promotion.] I bought this shoe in December. I stand all day and these are so comfortable. My feet feel great,positive,True
Nike,605463,5.0,positive,Super Comfortable. [This review was collected as part of a promotion.] I bought these shoes and they are so comfortable. Very lightweight. Bought my regular size 8.5,positive,True
Nike,604566,5.0,positive,My go to Nikes. [This review was collected as part of a promotion.] Second pair. I Love the fit style and color choices,positive,True
Nike,604574,5.0,positive,"Awesome running shoe. [This review was collected as part of a promotion.] very comfortable running shoe, excellent support and feel",positive,True
Nike,604545,5.0,positive,Great everyday day running shoes. [This review was collected as part of a promotion.] I bought the Pegasus 41 to replace my worn-out Pegasus 39 shoes,positive,True
Nike,604868,4.0,positive,"First Time. [This review was collected as part of a promotion.] First time buying the pegasus’. I usually go up a half a size in Nikes. Did it here, and they ended up being a little to big",negative,False
Nike,604877,5.0,positive,awesome shoe on clearance. [This review was collected as part of a promotion.] bought the bright pink shoe and it pops - my daughter loves it and my son thinks they're cool,positive,True
Nike,606484,5.0,positive,"Love these shoes. [This review was collected as part of a promotion.] I’m a faithful Pegasus wearer and have been for years. These fit just right and offer good cushion, support and flexibility. Definitely recommend",positive,True
Nike,606055,5.0,positive,Perfect fit. [This review was collected as part of a promotion.] I bought these shoes for my son for work. He says they are perfect fit,positive,True
Nike,606342,5.0,positive,Great gift. [This review was collected as part of a promotion.] Bought these as a gift for a friend who is running a half marathon with me. She loved them and will look great on race day,positive,True
Nike,606344,5.0,positive,"Comfortable shoe!!. [This review was collected as part of a promotion.] I purchased these running shoes about a month ago, they are exactly what I was looking for! Very comfortable along with great performance!!",positive,True
